Reported_Date,HA,Sex,Classification_Reported,Age_Group_Extract,Case Count
2020-03-26,Interior,M,Lab-diagnosed,30-39,2
2020-03-26,Fraser,F,Lab-diagnosed,40-49,5
2020-03-26,Interior,F,Lab-diagnosed,30-39,1
2020-03-26,Fraser,M,Lab-diagnosed,50-59,3
2020-03-26,Interior,F,Lab-diagnosed,40-49,1
2020-03-26,Northern,F,Lab-diagnosed,60-69,1
2020-03-26,Vancouver Coastal,M,Lab-diagnosed,70-79,2
2020-03-26,Vancouver Coastal,F,Lab-diagnosed,50-59,2
2020-03-26,Vancouver Coastal,F,Lab-diagnosed,40-49,3
2020-03-26,Fraser,M,Lab-diagnosed,70-79,3
2020-03-26,Vancouver Coastal,M,Lab-diagnosed,30-39,1
2020-03-26,Vancouver Coastal,M,Lab-diagnosed,20-29,1
2020-03-26,Fraser,M,Lab-diagnosed,80-89,1
2020-03-26,Fraser,M,Lab-diagnosed,30-39,2
2020-03-26,Fraser,F,Lab-diagnosed,30-39,3
2020-03-26,Vancouver Island,M,Lab-diagnosed,60-69,1
2020-03-26,Vancouver Coastal,M,Lab-diagnosed,40-49,2
2020-03-26,Interior,F,Lab-diagnosed,20-29,1
2020-03-26,Vancouver Coastal,M,Lab-diagnosed,60-69,1
2020-03-26,Vancouver Island,M,Lab-diagnosed,50-59,1
2020-03-26,Fraser,F,Lab-diagnosed,50-59,2
2020-03-26,Fraser,F,Lab-diagnosed,70-79,2
2020-03-26,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2020-03-26,Vancouver Coastal,F,Lab-diagnosed,30-39,2
2020-03-26,Fraser,M,Lab-diagnosed,20-29,1
2020-03-26,Vancouver Coastal,F,Lab-diagnosed,90+,1
2020-03-26,Fraser,M,Lab-diagnosed,40-49,2
2020-03-26,Vancouver Island,F,Lab-diagnosed,20-29,1
2020-03-26,Vancouver Island,F,Lab-diagnosed,70-79,1
2020-03-26,Interior,M,Lab-diagnosed,20-29,1
2020-03-26,Vancouver Island,F,Lab-diagnosed,40-49,1
2020-03-26,Fraser,F,Lab-diagnosed,60-69,1
2020-03-26,Fraser,F,Lab-diagnosed,20-29,1
2020-03-26,Northern,M,Lab-diagnosed,20-29,1
2020-03-26,Interior,M,Lab-diagnosed,50-59,1
2020-03-27,Fraser,M,Lab-diagnosed,70-79,3
2020-03-27,Vancouver Coastal,F,Lab-diagnosed,30-39,4
2020-03-27,Interior,F,Lab-diagnosed,40-49,1
2020-03-27,Vancouver Coastal,M,Lab-diagnosed,60-69,5
2020-03-27,Fraser,F,Lab-diagnosed,50-59,5
2020-03-27,Fraser,F,Lab-diagnosed,40-49,2
2020-03-27,Vancouver Coastal,M,Lab-diagnosed,90+,1
2020-03-27,Fraser,F,Lab-diagnosed,30-39,6
2020-03-27,Fraser,M,Lab-diagnosed,30-39,1
2020-03-27,Vancouver Coastal,F,Lab-diagnosed,50-59,4
2020-03-27,Vancouver Coastal,F,Lab-diagnosed,60-69,4
2020-03-27,Vancouver Coastal,M,Lab-diagnosed,70-79,1
2020-03-27,Fraser,F,Lab-diagnosed,80-89,1
2020-03-27,Vancouver Coastal,M,Lab-diagnosed,30-39,1
2020-03-27,Fraser,M,Lab-diagnosed,80-89,3
2020-03-27,Vancouver Coastal,F,Lab-diagnosed,40-49,1
2020-03-27,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2020-03-27,Fraser,F,Lab-diagnosed,20-29,3
2020-03-27,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2020-03-27,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-03-27,Vancouver Island,F,Lab-diagnosed,50-59,1
2020-03-27,Vancouver Coastal,M,Lab-diagnosed,20-29,1
2020-03-27,Interior,M,Lab-diagnosed,40-49,1
2020-03-27,Interior,F,Lab-diagnosed,50-59,1
2020-03-27,Vancouver Coastal,F,Lab-diagnosed,90+,1
2020-03-27,Fraser,M,Lab-diagnosed,90+,1
2020-03-27,Vancouver Island,F,Lab-diagnosed,70-79,1
2020-03-27,Vancouver Coastal,M,Lab-diagnosed,50-59,2
2020-03-27,Fraser,M,Lab-diagnosed,50-59,1
2020-03-27,Fraser,F,Lab-diagnosed,60-69,1
2020-03-27,Vancouver Island,M,Lab-diagnosed,50-59,1
2020-03-28,Fraser,M,Lab-diagnosed,50-59,2
2020-03-28,Vancouver Coastal,F,Lab-diagnosed,80-89,3
2020-03-28,Vancouver Coastal,F,Lab-diagnosed,50-59,3
2020-03-28,Fraser,F,Lab-diagnosed,50-59,6
2020-03-28,Northern,F,Lab-diagnosed,50-59,1
2020-03-28,Interior,M,Lab-diagnosed,30-39,2
2020-03-28,Vancouver Coastal,M,Lab-diagnosed,40-49,2
2020-03-28,Interior,F,Lab-diagnosed,40-49,1
2020-03-28,Vancouver Coastal,F,Lab-diagnosed,20-29,2
2020-03-28,Vancouver Island,F,Lab-diagnosed,10-19,1
2020-03-28,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-03-28,Fraser,M,Lab-diagnosed,60-69,3
2020-03-28,Vancouver Coastal,F,Lab-diagnosed,40-49,3
2020-03-28,Interior,F,Lab-diagnosed,50-59,1
2020-03-28,Vancouver Island,F,Lab-diagnosed,40-49,1
2020-03-28,Fraser,F,Lab-diagnosed,20-29,1
2020-03-28,Fraser,F,Lab-diagnosed,40-49,1
2020-03-28,Interior,F,Lab-diagnosed,60-69,4
2020-03-28,Fraser,F,Lab-diagnosed,70-79,1
2020-03-28,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2020-03-28,Fraser,F,Lab-diagnosed,30-39,4
2020-03-28,Vancouver Island,M,Lab-diagnosed,60-69,1
2020-03-28,Vancouver Coastal,F,Lab-diagnosed,30-39,3
2020-03-28,Fraser,M,Lab-diagnosed,40-49,3
2020-03-28,Vancouver Coastal,M,Lab-diagnosed,20-29,1
2020-03-28,Vancouver Coastal,M,Lab-diagnosed,60-69,2
2020-03-28,Fraser,M,Lab-diagnosed,70-79,1
2020-03-28,Vancouver Island,F,Lab-diagnosed,20-29,1
2020-03-28,Vancouver Coastal,M,Lab-diagnosed,30-39,1
2020-03-28,Fraser,F,Lab-diagnosed,80-89,1
2020-03-28,Vancouver Island,M,Lab-diagnosed,80-89,1
2020-03-28,Fraser,M,Lab-diagnosed,20-29,1
2020-03-28,Fraser,M,Lab-diagnosed,10-19,1
2020-03-28,Vancouver Coastal,M,Lab-diagnosed,70-79,1
2020-03-28,Vancouver Island,M,Lab-diagnosed,10-19,1
2020-03-28,Fraser,M,Lab-diagnosed,30-39,2
2020-03-28,Northern,F,Lab-diagnosed,70-79,1
2020-03-29,Vancouver Coastal,M,Lab-diagnosed,70-79,2
2020-03-29,Fraser,F,Lab-diagnosed,30-39,3
2020-03-29,Vancouver Coastal,F,Lab-diagnosed,50-59,2
2020-03-29,Vancouver Coastal,M,Lab-diagnosed,50-59,3
2020-03-29,Vancouver Coastal,M,Lab-diagnosed,90+,1
2020-03-29,Fraser,F,Lab-diagnosed,60-69,3
2020-03-29,Fraser,M,Lab-diagnosed,70-79,2
2020-03-29,Vancouver Coastal,F,Lab-diagnosed,90+,4
2020-03-29,Vancouver Coastal,M,Lab-diagnosed,60-69,2
2020-03-29,Interior,M,Lab-diagnosed,60-69,1
2020-03-29,Fraser,M,Lab-diagnosed,40-49,3
2020-03-29,Vancouver Coastal,F,Lab-diagnosed,30-39,2
2020-03-29,Vancouver Coastal,F,Lab-diagnosed,70-79,2
2020-03-29,Interior,F,Lab-diagnosed,30-39,2
2020-03-29,Vancouver Coastal,F,Lab-diagnosed,40-49,1
2020-03-29,Fraser,M,Lab-diagnosed,50-59,3
2020-03-29,Interior,M,Lab-diagnosed,20-29,1
2020-03-29,Fraser,F,Lab-diagnosed,20-29,1
2020-03-29,Fraser,M,Lab-diagnosed,80-89,1
2020-03-29,Fraser,M,Lab-diagnosed,60-69,2
2020-03-29,Interior,F,Lab-diagnosed,20-29,1
2020-03-29,Interior,F,Lab-diagnosed,70-79,1
2020-03-29,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2020-03-29,Vancouver Coastal,F,Lab-diagnosed,60-69,1
2020-03-29,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-03-30,Fraser,F,Lab-diagnosed,30-39,2
2020-03-30,Vancouver Coastal,M,Lab-diagnosed,50-59,1
2020-03-30,Vancouver Coastal,M,Lab-diagnosed,70-79,3
2020-03-30,Vancouver Coastal,F,Lab-diagnosed,50-59,3
2020-03-30,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2020-03-30,Fraser,M,Lab-diagnosed,60-69,1
2020-03-30,Vancouver Coastal,M,Lab-diagnosed,30-39,3
2020-03-30,Vancouver Coastal,F,Lab-diagnosed,40-49,1
2020-03-30,Interior,M,Lab-diagnosed,50-59,1
2020-03-30,Vancouver Coastal,F,Lab-diagnosed,60-69,2
2020-03-30,Northern,F,Lab-diagnosed,30-39,1
2020-03-30,Fraser,F,Lab-diagnosed,50-59,4
2020-03-30,Vancouver Coastal,F,Lab-diagnosed,20-29,2
2020-03-30,Vancouver Coastal,M,Lab-diagnosed,80-89,3
2020-03-30,Interior,F,Lab-diagnosed,50-59,1
2020-03-30,Fraser,F,Lab-diagnosed,40-49,2
2020-03-30,Fraser,M,Lab-diagnosed,40-49,1
2020-03-30,Vancouver Coastal,F,Lab-diagnosed,90+,3
2020-03-30,Fraser,M,Lab-diagnosed,20-29,1
2020-03-30,Vancouver Island,M,Lab-diagnosed,60-69,1
2020-03-30,Fraser,F,Lab-diagnosed,60-69,1
2020-03-30,Fraser,M,Lab-diagnosed,30-39,2
2020-03-30,Fraser,F,Lab-diagnosed,80-89,1
2020-03-30,Fraser,F,Lab-diagnosed,90+,1
2020-03-30,Interior,F,Lab-diagnosed,20-29,1
2020-03-30,Fraser,M,Lab-diagnosed,50-59,1
2020-03-30,Vancouver Coastal,M,Lab-diagnosed,60-69,1
2020-03-30,Northern,M,Lab-diagnosed,30-39,1
2020-03-30,Fraser,F,Lab-diagnosed,70-79,1
2020-03-30,Interior,M,Lab-diagnosed,60-69,1
2020-03-30,Interior,F,Lab-diagnosed,70-79,1
2020-03-30,Fraser,M,Lab-diagnosed,80-89,1
2020-03-31,Vancouver Island,M,Lab-diagnosed,70-79,2
2020-03-31,Vancouver Coastal,F,Lab-diagnosed,60-69,2
2020-03-31,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2020-03-31,Northern,F,Lab-diagnosed,40-49,1
2020-03-31,Vancouver Coastal,M,Lab-diagnosed,20-29,1
2020-03-31,Vancouver Island,F,Lab-diagnosed,60-69,1
2020-03-31,Vancouver Coastal,M,Lab-diagnosed,60-69,2
2020-03-31,Out of Canada,M,Lab-diagnosed,60-69,1
2020-03-31,Vancouver Island,M,Lab-diagnosed,90+,1
2020-03-31,Interior,M,Lab-diagnosed,30-39,4
2020-03-31,Interior,M,Lab-diagnosed,40-49,6
2020-03-31,Fraser,F,Lab-diagnosed,50-59,3
2020-03-31,Fraser,F,Lab-diagnosed,70-79,1
2020-03-31,Fraser,M,Lab-diagnosed,40-49,2
2020-03-31,Fraser,F,Lab-diagnosed,30-39,4
2020-03-31,Vancouver Coastal,M,Lab-diagnosed,70-79,1
2020-03-31,Vancouver Coastal,M,Lab-diagnosed,40-49,2
2020-03-31,Fraser,F,Lab-diagnosed,40-49,1
2020-03-31,Interior,F,Lab-diagnosed,30-39,2
2020-03-31,Vancouver Coastal,F,Lab-diagnosed,50-59,1
2020-03-31,Interior,F,Lab-diagnosed,40-49,2
2020-03-31,Fraser,M,Lab-diagnosed,50-59,3
2020-03-31,Vancouver Coastal,M,Lab-diagnosed,50-59,3
2020-03-31,Vancouver Coastal,F,Lab-diagnosed,80-89,3
2020-03-31,Interior,M,Lab-diagnosed,50-59,2
2020-03-31,Fraser,M,Lab-diagnosed,70-79,1
2020-03-31,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-03-31,Interior,M,Lab-diagnosed,20-29,1
2020-03-31,Fraser,M,Lab-diagnosed,60-69,1
2020-03-31,Fraser,M,Lab-diagnosed,30-39,1
2020-03-31,Vancouver Island,M,Lab-diagnosed,60-69,1
2020-04-01,Vancouver Coastal,M,Lab-diagnosed,50-59,4
2020-04-01,Interior,M,Lab-diagnosed,60-69,2
2020-04-01,Fraser,M,Lab-diagnosed,70-79,1
2020-04-01,Fraser,F,Lab-diagnosed,50-59,3
2020-04-01,Northern,M,Lab-diagnosed,60-69,1
2020-04-01,Vancouver Coastal,F,Lab-diagnosed,40-49,2
2020-04-01,Fraser,F,Lab-diagnosed,40-49,1
2020-04-01,Vancouver Coastal,M,Lab-diagnosed,40-49,3
2020-04-01,Fraser,M,Lab-diagnosed,40-49,3
2020-04-01,Vancouver Coastal,F,Lab-diagnosed,30-39,4
2020-04-01,Vancouver Coastal,F,Lab-diagnosed,50-59,3
2020-04-01,Fraser,F,Lab-diagnosed,80-89,1
2020-04-01,Fraser,M,Lab-diagnosed,90+,1
2020-04-01,Interior,M,Lab-diagnosed,50-59,1
2020-04-01,Fraser,M,Lab-diagnosed,50-59,2
2020-04-01,Interior,M,Lab-diagnosed,30-39,1
2020-04-01,Vancouver Coastal,M,Lab-diagnosed,90+,1
2020-04-01,Interior,F,Lab-diagnosed,30-39,1
2020-04-01,Fraser,F,Lab-diagnosed,90+,1
2020-04-01,Fraser,M,Lab-diagnosed,60-69,2
2020-04-01,Vancouver Coastal,M,Lab-diagnosed,60-69,1
2020-04-01,Fraser,F,Lab-diagnosed,60-69,2
2020-04-01,Fraser,F,Lab-diagnosed,30-39,2
2020-04-01,Vancouver Coastal,F,Lab-diagnosed,90+,2
2020-04-01,Vancouver Coastal,F,Lab-diagnosed,80-89,2
2020-04-01,Fraser,M,Lab-diagnosed,30-39,2
2020-04-01,Interior,F,Lab-diagnosed,70-79,1
2020-04-01,Fraser,F,Lab-diagnosed,20-29,1
2020-04-01,Interior,F,Lab-diagnosed,50-59,1
2020-04-01,Interior,F,Lab-diagnosed,40-49,1
2020-04-02,Fraser,F,Lab-diagnosed,30-39,2
2020-04-02,Vancouver Coastal,M,Lab-diagnosed,20-29,1
2020-04-02,Fraser,F,Lab-diagnosed,20-29,3
2020-04-02,Fraser,F,Lab-diagnosed,60-69,2
2020-04-02,Fraser,M,Lab-diagnosed,50-59,4
2020-04-02,Vancouver Coastal,F,Lab-diagnosed,40-49,1
2020-04-02,Fraser,M,Lab-diagnosed,80-89,2
2020-04-02,Northern,F,Lab-diagnosed,30-39,2
2020-04-02,Vancouver Coastal,M,Lab-diagnosed,30-39,1
2020-04-02,Fraser,F,Lab-diagnosed,40-49,2
2020-04-02,Vancouver Coastal,F,Lab-diagnosed,90+,2
2020-04-02,Fraser,M,Lab-diagnosed,20-29,1
2020-04-02,Interior,M,Lab-diagnosed,70-79,1
2020-04-02,Northern,M,Lab-diagnosed,60-69,1
2020-04-02,Fraser,M,Lab-diagnosed,60-69,1
2020-04-02,Vancouver Coastal,M,Lab-diagnosed,60-69,4
2020-04-02,Fraser,M,Lab-diagnosed,90+,1
2020-04-02,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2020-04-02,Vancouver Coastal,F,Lab-diagnosed,50-59,3
2020-04-02,Interior,F,Lab-diagnosed,60-69,1
2020-04-02,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-04-02,Vancouver Island,M,Lab-diagnosed,80-89,1
2020-04-02,Vancouver Coastal,F,Lab-diagnosed,30-39,1
2020-04-02,Northern,F,Lab-diagnosed,50-59,1
2020-04-02,Vancouver Island,F,Lab-diagnosed,50-59,1
2020-04-02,Vancouver Coastal,F,Lab-diagnosed,80-89,3
2020-04-02,Fraser,M,Lab-diagnosed,40-49,1
2020-04-02,Fraser,F,Lab-diagnosed,70-79,1
2020-04-03,Fraser,M,Lab-diagnosed,80-89,1
2020-04-03,Fraser,F,Lab-diagnosed,70-79,2
2020-04-03,Interior,M,Lab-diagnosed,50-59,1
2020-04-03,Vancouver Coastal,M,Lab-diagnosed,30-39,1
2020-04-03,Vancouver Coastal,M,Lab-diagnosed,90+,1
2020-04-03,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2020-04-03,Fraser,M,Lab-diagnosed,70-79,3
2020-04-03,Vancouver Coastal,F,Lab-diagnosed,30-39,1
2020-04-03,Vancouver Coastal,F,Lab-diagnosed,40-49,2
2020-04-03,Fraser,M,Lab-diagnosed,40-49,1
2020-04-03,Fraser,M,Lab-diagnosed,60-69,1
2020-04-03,Vancouver Coastal,M,Lab-diagnosed,60-69,2
2020-04-03,Fraser,F,Lab-diagnosed,40-49,1
2020-04-03,Fraser,F,Lab-diagnosed,50-59,4
2020-04-03,Interior,F,Lab-diagnosed,70-79,2
2020-04-03,Fraser,M,Lab-diagnosed,50-59,1
2020-04-03,Vancouver Coastal,M,Lab-diagnosed,70-79,1
2020-04-03,Vancouver Island,M,Lab-diagnosed,80-89,1
2020-04-03,Vancouver Island,F,Lab-diagnosed,80-89,1
2020-04-03,Vancouver Coastal,M,Lab-diagnosed,20-29,1
2020-04-03,Vancouver Island,F,Lab-diagnosed,70-79,1
2020-04-03,Vancouver Coastal,F,Lab-diagnosed,20-29,1
2020-04-03,Interior,M,Lab-diagnosed,70-79,1
2020-04-03,Interior,F,Lab-diagnosed,40-49,1
2020-04-03,Fraser,F,Lab-diagnosed,60-69,1
2020-04-03,Fraser,M,Lab-diagnosed,20-29,1
2020-04-03,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-04-03,Vancouver Coastal,F,Lab-diagnosed,60-69,1
2020-04-04,Vancouver Coastal,F,Lab-diagnosed,90+,2
2020-04-04,Vancouver Island,M,Lab-diagnosed,50-59,1
2020-04-04,Fraser,F,Lab-diagnosed,80-89,1
2020-04-04,Fraser,F,Lab-diagnosed,60-69,3
2020-04-04,Vancouver Coastal,M,Lab-diagnosed,80-89,2
2020-04-04,Vancouver Coastal,F,Lab-diagnosed,60-69,1
2020-04-04,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2020-04-04,Fraser,M,Lab-diagnosed,70-79,2
2020-04-04,Vancouver Island,M,Lab-diagnosed,60-69,1
2020-04-04,Fraser,F,Lab-diagnosed,70-79,2
2020-04-04,Fraser,M,Lab-diagnosed,50-59,2
2020-04-04,Vancouver Coastal,M,Lab-diagnosed,70-79,2
2020-04-04,Fraser,F,Lab-diagnosed,40-49,1
2020-04-04,Vancouver Coastal,F,Lab-diagnosed,50-59,1
2020-04-04,Vancouver Coastal,F,Lab-diagnosed,20-29,1
2020-04-04,Northern,M,Lab-diagnosed,50-59,1
2020-04-04,Vancouver Coastal,M,Lab-diagnosed,20-29,1
2020-04-04,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2020-04-04,Vancouver Island,F,Lab-diagnosed,50-59,1
2020-04-04,Fraser,M,Lab-diagnosed,80-89,1
2020-04-04,Vancouver Coastal,F,Lab-diagnosed,40-49,1
2020-04-05,Fraser,F,Lab-diagnosed,40-49,1
2020-04-05,Fraser,M,Lab-diagnosed,70-79,1
2020-04-05,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2020-04-05,Vancouver Coastal,M,Lab-diagnosed,70-79,1
2020-04-05,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-04-05,Vancouver Coastal,F,Lab-diagnosed,30-39,1
2020-04-05,Northern,F,Lab-diagnosed,60-69,1
2020-04-05,Vancouver Coastal,F,Lab-diagnosed,40-49,1
2020-04-05,Fraser,F,Lab-diagnosed,20-29,1
2020-04-05,Vancouver Coastal,F,Lab-diagnosed,50-59,1
2020-04-05,Fraser,F,Lab-diagnosed,80-89,1
2020-04-05,Vancouver Coastal,F,Lab-diagnosed,60-69,1
2020-04-05,Fraser,F,Lab-diagnosed,50-59,1
2020-04-05,Fraser,M,Lab-diagnosed,50-59,1
2020-04-05,Interior,F,Lab-diagnosed,80-89,1
2020-04-06,Vancouver Coastal,M,Lab-diagnosed,40-49,2
2020-04-06,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2020-04-06,Vancouver Coastal,F,Lab-diagnosed,90+,5
2020-04-06,Vancouver Coastal,M,Lab-diagnosed,60-69,5
2020-04-06,Vancouver Coastal,F,Lab-diagnosed,40-49,2
2020-04-06,Fraser,M,Lab-diagnosed,50-59,2
2020-04-06,Fraser,M,Lab-diagnosed,70-79,5
2020-04-06,Vancouver Coastal,M,Lab-diagnosed,70-79,2
2020-04-06,Fraser,F,Lab-diagnosed,80-89,1
2020-04-06,Vancouver Coastal,F,Lab-diagnosed,60-69,1
2020-04-06,Vancouver Coastal,F,Lab-diagnosed,50-59,1
2020-04-06,Fraser,M,Lab-diagnosed,60-69,2
2020-04-06,Fraser,M,Lab-diagnosed,40-49,1
2020-04-06,Fraser,F,Lab-diagnosed,40-49,2
2020-04-06,Fraser,F,Lab-diagnosed,50-59,4
2020-04-06,Fraser,F,Lab-diagnosed,60-69,2
2020-04-06,Vancouver Coastal,F,Lab-diagnosed,20-29,1
2020-04-06,Fraser,M,Lab-diagnosed,80-89,1
2020-04-06,Vancouver Coastal,F,Lab-diagnosed,30-39,2
2020-04-06,Vancouver Coastal,M,Lab-diagnosed,80-89,2
2020-04-06,Fraser,M,Lab-diagnosed,30-39,2
2020-04-06,Vancouver Coastal,M,Lab-diagnosed,90+,1
2020-04-06,Fraser,F,Lab-diagnosed,70-79,1
2020-04-06,Fraser,F,Lab-diagnosed,30-39,1
2020-04-07,Vancouver Island,F,Lab-diagnosed,70-79,1
2020-04-07,Vancouver Coastal,F,Lab-diagnosed,30-39,1
2020-04-07,Fraser,M,Lab-diagnosed,30-39,4
2020-04-07,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-04-07,Vancouver Coastal,M,Lab-diagnosed,60-69,1
2020-04-07,Fraser,F,Lab-diagnosed,70-79,2
2020-04-07,Fraser,M,Lab-diagnosed,60-69,2
2020-04-07,Interior,M,Lab-diagnosed,30-39,1
2020-04-07,Fraser,M,Lab-diagnosed,20-29,3
2020-04-07,Vancouver Island,M,Lab-diagnosed,40-49,1
2020-04-07,Vancouver Coastal,F,Lab-diagnosed,40-49,1
2020-04-07,Fraser,F,Lab-diagnosed,90+,1
2020-04-07,Fraser,F,Lab-diagnosed,50-59,1
2020-04-07,Fraser,M,Lab-diagnosed,90+,1
2020-04-07,Fraser,M,Lab-diagnosed,40-49,3
2020-04-07,Vancouver Coastal,F,Lab-diagnosed,60-69,1
2020-04-07,Fraser,F,Lab-diagnosed,60-69,1
2020-04-07,Fraser,F,Lab-diagnosed,40-49,1
2020-04-07,Vancouver Coastal,M,Lab-diagnosed,70-79,1
2020-04-07,Vancouver Coastal,F,Lab-diagnosed,50-59,1
2020-04-07,Fraser,F,Lab-diagnosed,30-39,1
2020-04-07,Fraser,F,Lab-diagnosed,80-89,1
2020-04-07,Vancouver Coastal,F,Lab-diagnosed,90+,1
2020-04-07,Fraser,M,Lab-diagnosed,50-59,1
2020-04-07,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2020-04-08,Fraser,F,Lab-diagnosed,60-69,2
2020-04-08,Fraser,M,Lab-diagnosed,60-69,3
2020-04-08,Northern,F,Lab-diagnosed,40-49,1
2020-04-08,Fraser,M,Lab-diagnosed,50-59,5
2020-04-08,Vancouver Coastal,M,Lab-diagnosed,60-69,1
2020-04-08,Vancouver Coastal,M,Lab-diagnosed,80-89,1
2020-04-08,Vancouver Coastal,F,Lab-diagnosed,50-59,1
2020-04-08,Fraser,M,Lab-diagnosed,80-89,2
2020-04-08,Fraser,M,Lab-diagnosed,30-39,2
2020-04-08,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2020-04-08,Vancouver Coastal,F,Lab-diagnosed,30-39,1
2020-04-08,Vancouver Island,M,Lab-diagnosed,30-39,1
2020-04-08,Fraser,M,Lab-diagnosed,40-49,2
2020-04-08,Fraser,F,Lab-diagnosed,30-39,1
2020-04-08,Fraser,M,Lab-diagnosed,70-79,1
2020-04-08,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2020-04-08,Vancouver Coastal,F,Lab-diagnosed,70-79,1
2020-04-08,Fraser,F,Lab-diagnosed,50-59,1
2020-04-08,Vancouver Coastal,F,Lab-diagnosed,90+,2
2020-04-08,Vancouver Coastal,F,Lab-diagnosed,40-49,1
2020-04-08,Fraser,F,Lab-diagnosed,20-29,1
2020-04-09,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2020-04-09,Fraser,M,Lab-diagnosed,90+,1
2020-04-09,Vancouver Island,F,Lab-diagnosed,80-89,1
2020-04-09,Fraser,F,Lab-diagnosed,50-59,2
2020-04-09,Fraser,F,Lab-diagnosed,40-49,3
2020-04-09,Fraser,F,Lab-diagnosed,30-39,4
2020-04-09,Fraser,M,Lab-diagnosed,30-39,4
2020-04-09,Fraser,M,Lab-diagnosed,40-49,3
2020-04-09,Fraser,M,Lab-diagnosed,70-79,2
2020-04-09,Fraser,M,Lab-diagnosed,80-89,2
2020-04-09,Fraser,F,Lab-diagnosed,60-69,2
2020-04-09,Vancouver Coastal,M,Lab-diagnosed,20-29,1
2020-04-09,Vancouver Coastal,M,Lab-diagnosed,10-19,1
2020-04-09,Northern,F,Lab-diagnosed,60-69,1
2020-04-09,Vancouver Coastal,F,Lab-diagnosed,80-89,1
2020-04-09,Fraser,M,Lab-diagnosed,20-29,2
2020-04-09,Fraser,F,Lab-diagnosed,80-89,1
2020-04-09,Vancouver Coastal,F,Lab-diagnosed,40-49,2
2020-04-09,Northern,M,Lab-diagnosed,40-49,1
2020-04-09,Interior,F,Lab-diagnosed,50-59,2
2020-04-09,Fraser,M,Lab-diagnosed,50-59,4
2020-04-09,Interior,F,Lab-diagnosed,20-29,1
2020-04-09,Vancouver Island,F,Lab-diagnosed,20-29,1
2020-04-09,Fraser,F,Lab-diagnosed,20-29,1
2020-04-10,Fraser,F,Lab-diagnosed,50-59,2
2020-04-10,Vancouver Coastal,M,Lab-diagnosed,70-79,1
2020-04-10,Vancouver Coastal,F,Lab-diagnosed,90+,1
2020-04-10,Vancouver Coastal,M,Lab-diagnosed,30-39,1
2020-04-10,Vancouver Coastal,F,Lab-diagnosed,40-49,1
2020-04-10,Vancouver Coastal,F,Lab-diagnosed,50-59,4
2020-04-10,Vancouver Coastal,M,Lab-diagnosed,40-49,1
2020-04-10,Fraser,M,Lab-diagnosed,50-59,2
2020-04-10,Interior,F,Lab-diagnosed,50-59,1
2020-04-10,Fraser,F,Lab-diagnosed,80-89,1
2020-04-10,Fraser,M,Lab-diagnosed,30-39,3
2020-04-10,Fraser,M,Lab-diagnosed,40-49,1
2020-04-10,Vancouver Coastal,F,Lab-diagnosed,60-69,2
2020-04-10,Fraser,F,Lab-diagnosed,60-69,1
2020-04-10,Fraser,M,Lab-diagnosed,60-69,2
2020-04-10,Vancouver Coastal,M,Lab-diagnosed,50-59,1
2020-04-10,Fraser,F,Lab-diagnosed,90+,1
2020-04-10,Interior,M,Lab-diagnosed,50-59,1
2020-04-10,Fraser,M,Lab-diagnosed,80-89,2
2020-04-10,Fraser,F,Lab-diagnosed,30-39,1
2020-04-11,Fraser,F,Lab-diagnosed,60-69,3
2020-04-11,Fraser,F,Lab-diagnosed,90+,1
2020-04-11,Fraser,F,Lab-diagnosed,70-79,1
2020-04-11,Fraser,F,Lab-diagnosed,80-89,1
2020-04-11,Fraser,F,Lab-diagnosed,20-29,2
2020-04-11,Vancouver Coastal,F,Lab-diagnosed,90+,1
2020-04-11,Fraser,M,Lab-diagnosed,40-49,1
2020-04-11,Vancouver Coastal,F,Lab-diagnosed,50-59,1
2020-04-11,Vancouver Island,M,Lab-diagnosed,70-79,1
2020-04-11,Fraser,M,Lab-diagnosed,50-59,1
2020-04-11,Vancouver Island,F,Lab-diagnosed,50-59,1
